Season,Seed,TeamID,ConfAbbrev
1985,W01,1207,big_east
1985,W02,1210,acc
1985,W03,1228,big_ten
1985,W04,1260,mw_city
1985,W05,1374,swc
1985,W06,1208,sec
1985,W07,1393,big_east
1985,W08,1396,a_ten
1985,W09,1439,metro
1985,W10,1177,ind
1985,W11,1455,mvc
1985,W12,1330,sun_belt
1985,W13,1233,maac
1985,W14,1318,ecacn
1985,W15,1273,a_sun
1985,W16,1250,ecc
1985,X01,1385,big_east
1985,X02,1433,sun_belt
1985,X03,1301,acc
1985,X04,1424,pcaa
1985,X05,1449,pac_ten
1985,X06,1409,mvc
1985,X07,1104,sec
1985,X08,1234,big_ten
1985,X09,1116,swc
1985,X10,1112,pac_ten
1985,X11,1431,wac
1985,X12,1246,sec
1985,X13,1361,wac
1985,X14,1305,big_sky
1985,X15,1267,southern
1985,X16,1380,swac
1985,Y01,1328,big_eight
1985,Y02,1272,metro
1985,Y03,1181,acc
1985,Y04,1326,big_ten
1985,Y05,1256,southland
1985,Y06,1403,swc
1985,Y07,1412,sun_belt
1985,Y08,1425,pac_ten
1985,Y09,1229,mvc
1985,Y10,1277,big_ten
1985,Y11,1130,big_east
1985,Y12,1338,big_east
1985,Y13,1235,big_eight
1985,Y14,1337,wcc
1985,Y15,1335,ivy
1985,Y16,1299,meac
1985,Z01,1276,big_ten
1985,Z02,1314,acc
1985,Z03,1242,big_eight
1985,Z04,1261,sec
1985,Z05,1268,acc
1985,Z06,1345,big_ten
1985,Z07,1323,ind
1985,Z08,1437,big_east
1985,Z09,1173,ind
1985,Z10,1333,pac_ten
1985,Z11,1120,sec
1985,Z12,1275,mac
1985,Z13,1298,ecacs
1985,Z14,1325,mac
1985,Z15,1292,ovc
1985,Z16,1192,ecacm
1986,W01,1181,acc
1986,W02,1393,big_east
1986,W03,1231,big_ten
1986,W04,1328,big_eight
1986,W05,1438,acc
1986,W06,1386,a_ten
1986,W07,1298,caa
1986,W08,1330,sun_belt
1986,W09,1452,a_ten
1986,W10,1409,mvc
1986,W11,1350,caa
1986,W12,1177,ind
1986,W13,1318,ecacn
1986,W14,1156,mid_cont
1986,W15,1135,ivy
1986,W16,1290,swac
1986,X01,1242,big_eight
1986,X02,1276,big_ten
1986,X03,1323,ind
1986,X04,1207,big_east
1986,X05,1277,big_ten
1986,X06,1301,acc
1986,X07,1235,big_eight
1986,X08,1239,sun_belt
1986,X09,1396,a_ten
1986,X10,1275,mac
1986,X11,1234,big_ten
1986,X12,1449,pac_ten
1986,X13,1403,swc
1986,X14,1114,a_sun
1986,X15,1103,ovc
1986,X16,1299,meac
1986,Y01,1246,sec
1986,Y02,1210,acc
1986,Y03,1272,metro
1986,Y04,1228,big_ten
1986,Y05,1104,sec
1986,Y06,1345,big_ten
1986,Y07,1439,metro
1986,Y08,1443,sun_belt
1986,Y09,1304,big_eight
1986,Y10,1437,big_east
1986,Y11,1261,sec
1986,Y12,1462,mw_coll
1986,Y13,1193,maac
1986,Y14,1123,mac
1986,Y15,1265,ecacm
1986,Y16,1172,southern
1986,Z01,1385,big_east
1986,Z02,1257,metro
1986,Z03,1314,acc
1986,Z04,1424,pcaa
1986,Z05,1268,acc
1986,Z06,1412,sun_belt
1986,Z07,1133,mvc
1986,Z08,1120,sec
1986,Z09,1112,pac_ten
1986,Z10,1431,wac
1986,Z11,1281,big_eight
1986,Z12,1337,wcc
1986,Z13,1419,southland
1986,Z14,1428,wac
1986,Z15,1180,ecc
1986,Z16,1286,big_sky
1987,W01,1314,acc
1987,W02,1393,big_east
1987,W03,1345,big_ten
1987,W04,1395,swc
1987,W05,1323,ind
1987,W06,1196,sec
1987,W07,1452,a_ten
1987,W08,1298,caa
1987,W09,1276,big_ten
1987,W10,1443,sun_belt
1987,W11,1301,acc
1987,W12,1292,ovc
1987,W13,1267,southern
1987,W14,1318,ecacn
1987,W15,1204,a_sun
1987,W16,1335,ivy
1987,X01,1207,big_east
1987,X02,1104,sec
1987,X03,1228,big_ten
1987,X04,1155,acc
1987,X05,1242,big_eight
1987,X06,1344,big_east
1987,X07,1309,ind
1987,X08,1246,sec
1987,X09,1326,big_ten
1987,X10,1140,wac
1987,X11,1412,sun_belt
1987,X12,1222,swc
1987,X13,1283,mid_cont
1987,X14,1122,ovc
1987,X15,1299,meac
1987,X16,1137,ecc
1987,Y01,1231,big_ten
1987,Y02,1396,a_ten
1987,Y03,1177,ind
1987,Y04,1281,big_eight
1987,Y05,1181,acc
1987,Y06,1385,big_east
1987,Y07,1210,acc
1987,Y08,1120,sec
1987,Y09,1360,wcc
1987,Y10,1261,sec
1987,Y11,1455,mvc
1987,Y12,1401,swc
1987,Y13,1462,mw_coll
1987,Y14,1256,southland
1987,Y15,1380,swac
1987,Y16,1193,maac
1987,Z01,1424,pcaa
1987,Z02,1234,big_ten
1987,Z03,1338,big_east
1987,Z04,1417,pac_ten
1987,Z05,1438,acc
1987,Z06,1328,big_eight
1987,Z07,1431,wac
1987,Z08,1208,sec
1987,Z09,1243,big_eight
1987,Z10,1112,pac_ten
1987,Z11,1409,mvc
1987,Z12,1461,wac
1987,Z13,1141,mac
1987,Z14,1265,ecacm
1987,Z15,1365,wcc
1987,Z16,1226,big_sky
1988,W01,1396,a_ten
1988,W02,1181,acc
1988,W03,1393,big_east
1988,W04,1231,big_ten
1988,W05,1210,acc
1988,W06,1281,big_eight
1988,W07,1374,swc
1988,W08,1207,big_east
1988,W09,1261,sec
1988,W10,1323,ind
1988,W11,1348,a_ten
1988,W12,1235,big_eight
1988,W13,1350,caa
1988,W14,1299,meac
1988,W15,1131,ecacn
1988,W16,1250,ecc
1988,X01,1345,big_ten
1988,X02,1338,big_east
1988,X03,1301,acc
1988,X04,1243,big_eight
1988,X05,1177,ind
1988,X06,1242,big_eight
1988,X07,1435,sec
1988,X08,1124,swc
1988,X09,1272,metro
1988,X10,1429,pcaa
1988,X11,1462,mw_coll
1988,X12,1455,mvc
1988,X13,1247,maac
1988,X14,1293,ovc
1988,X15,1185,mac
1988,X16,1192,ecacm
1988,Y01,1328,big_eight
1988,Y02,1246,sec
1988,Y03,1228,big_ten
1988,Y04,1140,wac
1988,Y05,1257,metro
1988,Y06,1437,big_east
1988,Y07,1268,acc
1988,Y08,1120,sec
1988,Y09,1133,mvc
1988,Y10,1364,pcaa
1988,Y11,1116,swc
1988,Y12,1333,pac_ten
1988,Y13,1150,sun_belt
1988,Y14,1427,a_sun
1988,Y15,1380,swac
1988,Y16,1151,southern
1988,Z01,1112,pac_ten
1988,Z02,1314,acc
1988,Z03,1276,big_ten
1988,Z04,1424,pcaa
1988,Z05,1234,big_ten
1988,Z06,1196,sec
1988,Z07,1461,wac
1988,Z08,1371,big_east
1988,Z09,1431,wac
1988,Z10,1258,wcc
1988,Z11,1385,big_east
1988,Z12,1199,metro
1988,Z13,1283,mid_cont
1988,Z14,1129,big_sky
1988,Z15,1317,southland
1988,Z16,1165,ivy
1989,W01,1207,big_east
1989,W02,1181,acc
1989,W03,1390,pac_ten
1989,W04,1234,big_ten
1989,W05,1301,acc
1989,W06,1243,big_eight
1989,W07,1452,a_ten
1989,W08,1435,sec
1989,W09,1323,ind
1989,W10,1397,sec
1989,W11,1278,big_ten
1989,W12,1376,metro
1989,W13,1353,a_ten
1989,W14,1373,nac
1989,W15,1354,meac
1989,W16,1343,ivy
1989,X01,1112,pac_ten
1989,X02,1231,big_ten
1989,X03,1371,big_east
1989,X04,1424,big_west
1989,X05,1272,metro
1989,X06,1333,pac_ten
1989,X07,1431,wac
1989,X08,1388,wcc
1989,X09,1155,acc
1989,X10,1261,sec
1989,X11,1191,mw_coll
1989,X12,1177,ind
1989,X13,1225,big_sky
1989,X14,1283,mid_cont
1989,X15,1206,caa
1989,X16,1352,nec
1989,Y01,1228,big_ten
1989,Y02,1393,big_east
1989,Y03,1281,big_eight
1989,Y04,1257,metro
1989,Y05,1116,swc
1989,Y06,1210,acc
1989,Y07,1196,sec
1989,Y08,1338,big_east
1989,Y09,1123,mac
1989,Y10,1161,wac
1989,Y11,1400,swc
1989,Y12,1258,wcc
1989,Y13,1114,a_sun
1989,Y14,1166,mvc
1989,Y15,1137,ecc
1989,Y16,1270,southland
1989,Z01,1328,big_eight
1989,Z02,1314,acc
1989,Z03,1276,big_ten
1989,Z04,1199,metro
1989,Z05,1438,acc
1989,Z06,1104,sec
1989,Z07,1417,pac_ten
1989,Z08,1247,maac
1989,Z09,1256,asc
1989,Z10,1235,big_eight
1989,Z11,1375,sun_belt
1989,Z12,1344,big_east
1989,Z13,1292,ovc
1989,Z14,1462,mw_coll
1989,Z15,1380,swac
1989,Z16,1190,southern
1990,W01,1163,big_east
1990,W02,1242,big_eight
1990,W03,1181,acc
1990,W04,1247,maac
1990,W05,1155,acc
1990,W06,1385,big_east
1990,W07,1417,pac_ten
1990,W08,1231,big_ten
1990,W09,1143,pac_ten
1990,W10,1412,sun_belt
1990,W11,1396,a_ten
1990,W12,1140,wac
1990,W13,1379,metro
1990,W14,1350,caa
1990,W15,1352,nec
1990,W16,1131,nac
1990,X01,1328,big_eight
1990,X02,1345,big_ten
1990,X03,1207,big_east
1990,X04,1116,swc
1990,X05,1228,big_ten
1990,X06,1462,mw_coll
1990,X07,1208,sec
1990,X08,1314,acc
1990,X09,1283,mid_cont
1990,X10,1400,swc
1990,X11,1243,big_eight
1990,X12,1173,mw_coll
1990,X13,1343,ivy
1990,X14,1411,swac
1990,X15,1419,southland
1990,X16,1406,ecc
1990,Y01,1277,big_ten
1990,Y02,1393,big_east
1990,Y03,1281,big_eight
1990,Y04,1210,acc
1990,Y05,1261,sec
1990,Y06,1278,big_ten
1990,Y07,1438,acc
1990,Y08,1222,swc
1990,Y09,1364,big_west
1990,Y10,1323,ind
1990,Y11,1431,wac
1990,Y12,1437,big_east
1990,Y13,1190,southern
1990,Y14,1320,mid_cont
1990,Y15,1164,meac
1990,Y16,1293,ovc
1990,Z01,1424,big_west
1990,Z02,1112,pac_ten
1990,Z03,1276,big_ten
1990,Z04,1257,metro
1990,Z05,1333,pac_ten
1990,Z06,1308,big_west
1990,Z07,1104,sec
1990,Z08,1326,big_ten
1990,Z09,1344,big_east
1990,Z10,1161,wac
1990,Z11,1258,wcc
1990,Z12,1123,mac
1990,Z13,1225,big_sky
1990,Z14,1229,mvc
1990,Z15,1378,sun_belt
1990,Z16,1114,a_sun
1991,W01,1314,acc
1991,W02,1393,big_east
1991,W03,1329,big_eight
1991,W04,1417,pac_ten
1991,W05,1280,sec
1991,W06,1301,acc
1991,W07,1345,big_ten
1991,W08,1343,ivy
1991,W09,1437,big_east
1991,W10,1396,a_ten
1991,W11,1379,metro
1991,W12,1185,mac
1991,W13,1336,a_ten
1991,W14,1307,wac
1991,W15,1350,caa
1991,W16,1318,nac
1991,X01,1116,swc
1991,X02,1231,big_ten
1991,X03,1242,big_eight
1991,X04,1104,sec
1991,X05,1448,acc
1991,X06,1338,big_east
1991,X07,1199,metro
1991,X08,1113,pac_ten
1991,X09,1353,a_ten
1991,X10,1425,pac_ten
1991,X11,1208,sec
1991,X12,1256,asc
1991,X13,1293,ovc
1991,X14,1309,asc
1991,X15,1157,big_south
1991,X16,1209,a_sun
1991,Y01,1326,big_ten
1991,Y02,1181,acc
1991,Y03,1304,big_eight
1991,Y04,1385,big_east
1991,Y05,1400,swc
1991,Y06,1261,sec
1991,Y07,1234,big_ten
1991,Y08,1210,acc
1991,Y09,1177,ind
1991,Y10,1190,southern
1991,Y11,1163,big_east
1991,Y12,1389,maac
1991,Y13,1296,mid_cont
1991,Y14,1462,mw_coll
1991,Y15,1419,southland
1991,Y16,1406,ecc
1991,Z01,1424,big_west
1991,Z02,1112,pac_ten
1991,Z03,1371,big_east
1991,Z04,1428,wac
1991,Z05,1277,big_ten
1991,Z06,1308,big_west
1991,Z07,1438,acc
1991,Z08,1207,big_east
1991,Z09,1435,sec
1991,Z10,1140,wac
1991,Z11,1166,mvc
1991,Z12,1453,mid_cont
1991,Z13,1375,sun_belt
1991,Z14,1337,wcc
1991,Z15,1384,nec
1991,Z16,1285,big_sky
1992,W01,1181,acc
1992,W02,1246,sec
1992,W03,1269,a_ten
1992,W04,1371,big_east
1992,W05,1281,big_eight
1992,W06,1393,big_east
1992,W07,1150,metro
1992,W08,1400,swc
1992,W09,1234,big_ten
1992,W10,1235,big_eight
1992,W11,1343,ivy
1992,W12,1452,a_ten
1992,W13,1247,maac
1992,W14,1200,patriot
1992,W15,1330,caa
1992,W16,1144,big_south
1992,X01,1417,pac_ten
1992,X02,1231,big_ten
1992,X03,1199,acc
1992,X04,1328,big_eight
1992,X05,1177,gmwc
1992,X06,1207,big_east
1992,X07,1261,sec
1992,X08,1257,metro
1992,X09,1448,acc
1992,X10,1140,wac
1992,X11,1378,metro
1992,X12,1308,big_west
1992,X13,1418,sun_belt
1992,X14,1285,big_sky
1992,X15,1183,mid_cont
1992,X16,1352,nec
1992,Y01,1242,big_eight
1992,Y02,1425,pac_ten
1992,Y03,1116,sec
1992,Y04,1153,gmwc
1992,Y05,1277,big_ten
1992,Y06,1272,gmwc
1992,Y07,1210,acc
1992,Y08,1191,mw_coll
1992,Y09,1431,wac
1992,Y10,1222,swc
1992,Y11,1337,wcc
1992,Y12,1283,mvc
1992,Y13,1174,nac
1992,Y14,1293,ovc
1992,Y15,1419,southland
1992,Y16,1224,meac
1992,Z01,1326,big_ten
1992,Z02,1329,big_eight
1992,Z03,1112,pac_ten
1992,Z04,1314,acc
1992,Z05,1104,sec
1992,Z06,1276,big_ten
1992,Z07,1385,big_east
1992,Z08,1304,big_eight
1992,Z09,1163,big_east
1992,Z10,1408,metro
1992,Z11,1396,a_ten
1992,Z12,1390,pac_ten
1992,Z13,1275,mac
1992,Z14,1190,southern
1992,Z15,1204,a_sun
1992,Z16,1290,swac
1993,W01,1314,acc
1993,W02,1153,gmwc
1993,W03,1269,a_ten
1993,W04,1116,sec
1993,W05,1385,big_east
1993,W06,1438,acc
1993,W07,1308,big_west
1993,W08,1348,a_ten
1993,W09,1345,big_ten
1993,W10,1304,big_eight
1993,W11,1264,maac
1993,W12,1403,swc
1993,W13,1221,patriot
1993,W14,1335,ivy
1993,W15,1164,meac
1993,W16,1187,caa
1993,X01,1231,big_ten
1993,X02,1242,big_eight
1993,X03,1181,acc
1993,X04,1257,metro
1993,X05,1329,big_eight
1993,X06,1143,pac_ten
1993,X07,1140,wac
1993,X08,1309,sun_belt
1993,X09,1462,mw_coll
1993,X10,1374,swc
1993,X11,1261,sec
1993,X12,1266,gmwc
1993,X13,1174,nac
1993,X14,1356,mvc
1993,X15,1123,mac
1993,X16,1460,mid_cont
1993,Y01,1246,sec
1993,Y02,1371,big_east
1993,Y03,1199,acc
1993,Y04,1234,big_ten
1993,Y05,1448,acc
1993,Y06,1243,big_eight
1993,Y07,1443,sun_belt
1993,Y08,1428,wac
1993,Y09,1338,big_east
1993,Y10,1272,gmwc
1993,Y11,1408,metro
1993,Y12,1151,southern
1993,Y13,1419,southland
1993,Y14,1191,mw_coll
1993,Y15,1398,ovc
1993,Y16,1351,nec
1993,Z01,1276,big_ten
1993,Z02,1112,pac_ten
1993,Z03,1435,sec
1993,Z04,1210,acc
1993,Z05,1307,wac
1993,Z06,1228,big_ten
1993,Z07,1396,a_ten
1993,Z08,1235,big_eight
1993,Z09,1417,pac_ten
1993,Z10,1281,big_eight
1993,Z11,1253,big_west
1993,Z12,1203,a_ten
1993,Z13,1380,swac
1993,Z14,1129,big_sky
1993,Z15,1365,wcc
1993,Z16,1157,big_south
1994,W01,1314,acc
1994,W02,1163,big_east
1994,W03,1196,sec
1994,W04,1396,a_ten
1994,W05,1231,big_ten
1994,W06,1304,big_eight
1994,W07,1412,gmwc
1994,W08,1450,pac_ten
1994,W09,1130,big_east
1994,W10,1203,a_ten
1994,W11,1335,ivy
1994,W12,1325,mac
1994,W13,1180,nac
1994,W14,1241,caa
1994,W15,1351,nec
1994,W16,1251,big_south
1994,X01,1345,big_ten
1994,X02,1181,acc
1994,X03,1246,sec
1994,X04,1242,big_eight
1994,X05,1448,acc
1994,X06,1266,gmwc
1994,X07,1277,big_ten
1994,X08,1344,big_east
1994,X09,1104,sec
1994,X10,1371,big_east
1994,X11,1418,sun_belt
1994,X12,1158,a_sun
1994,X13,1151,southern
1994,X14,1398,ovc
1994,X15,1411,swac
1994,X16,1416,a_sun
1994,Y01,1116,sec
1994,Y02,1269,a_ten
1994,Y03,1276,big_ten
1994,Y04,1329,big_eight
1994,Y05,1417,pac_ten
1994,Y06,1400,swc
1994,Y07,1387,gmwc
1994,Y08,1228,big_ten
1994,Y09,1207,big_east
1994,Y10,1268,acc
1994,Y11,1443,sun_belt
1994,Y12,1409,mvc
1994,Y13,1308,big_west
1994,Y14,1337,wcc
1994,Y15,1402,southland
1994,Y16,1299,meac
1994,Z01,1281,big_eight
1994,Z02,1112,pac_ten
1994,Z03,1257,metro
1994,Z04,1393,big_east
1994,Z05,1143,pac_ten
1994,Z06,1278,big_ten
1994,Z07,1438,acc
1994,Z08,1153,gmwc
1994,Z09,1458,big_ten
1994,Z10,1307,wac
1994,Z11,1356,mvc
1994,Z12,1453,mid_cont
1994,Z13,1218,wac
1994,Z14,1129,big_sky
1994,Z15,1259,maac
1994,Z16,1298,patriot
1995,W01,1448,acc
1995,W02,1269,a_ten
1995,W03,1437,big_east
1995,W04,1329,big_eight
1995,W05,1104,sec
1995,W06,1409,mvc
1995,W07,1150,metro
1995,W08,1278,big_ten
1995,W09,1387,gmwc
1995,W10,1390,pac_ten
1995,W11,1228,big_ten
1995,W12,1335,ivy
1995,W13,1180,nac
1995,W14,1330,caa
1995,W15,1389,maac
1995,W16,1299,meac
1995,X01,1417,pac_ten
1995,X02,1163,big_east
1995,X03,1268,acc
1995,X04,1428,wac
1995,X05,1280,sec
1995,X06,1332,pac_ten
1995,X07,1153,gmwc
1995,X08,1281,big_eight
1995,X09,1231,big_ten
1995,X10,1396,a_ten
1995,X11,1400,swc
1995,X12,1365,wcc
1995,X13,1253,big_west
1995,X14,1211,wcc
1995,X15,1151,southern
1995,X16,1198,a_sun
1995,Y01,1242,big_eight
1995,Y02,1116,sec
1995,Y03,1345,big_ten
1995,Y04,1438,acc
1995,Y05,1112,pac_ten
1995,Y06,1272,gmwc
1995,Y07,1393,big_east
1995,Y08,1443,sun_belt
1995,Y09,1276,big_ten
1995,Y10,1356,mvc
1995,Y11,1257,metro
1995,Y12,1275,mac
1995,Y13,1311,southland
1995,Y14,1453,mw_coll
1995,Y15,1411,swac
1995,Y16,1159,patriot
1995,Z01,1246,sec
1995,Z02,1314,acc
1995,Z03,1277,big_ten
1995,Z04,1328,big_eight
1995,Z05,1113,pac_ten
1995,Z06,1207,big_east
1995,Z07,1235,big_eight
1995,Z08,1140,wac
1995,Z09,1408,metro
1995,Z10,1196,sec
1995,Z11,1462,mw_coll
1995,Z12,1123,mac
1995,Z13,1264,maac
1995,Z14,1451,big_sky
1995,Z15,1293,ovc
1995,Z16,1291,nec
1996,W01,1269,a_ten
1996,W02,1207,big_east
1996,W03,1403,swc
1996,W04,1266,cusa
1996,W05,1336,big_ten
1996,W06,1314,acc
1996,W07,1307,wac
1996,W08,1133,mvc
1996,W09,1390,pac_ten
1996,W10,1243,big_eight
1996,W11,1309,sun_belt
1996,W12,1116,sec
1996,W13,1284,nec
1996,W14,1296,mw_coll
1996,W15,1290,swac
1996,W16,1416,a_sun
1996,X01,1246,sec
1996,X02,1448,acc
1996,X03,1437,big_east
1996,X04,1428,wac
